ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Ano,Mes,Dia,Dia_da_Semana,Trimestre,Ano_Mes,Valor_Total
TXN003104,2023-11-18,7924,Fone De Ouvido,Eletrônicos,896.34,5,2023,11,18,Saturday,4,2023-11,4481.70
TXN003105,2024-11-26,8019,Teclado,Eletrônicos,554.49,2,2024,11,26,Tuesday,4,2024-11,1108.98
TXN003106,2024-12-14,6804,Caixa De Som,Eletrônicos,897.09,4,2024,12,14,Saturday,4,2024-12,3588.36
TXN003107,2023-03-22,8260,Tablet,Eletrônicos,1460.72,5,2023,3,22,Wednesday,1,2023-03,7303.60
TXN003108,2024-07-22,7596,Boné,Roupas,24.35,4,2024,7,22,Monday,3,2024-07,97.40
TXN003109,2024-12-27,3803,Smartwatch,Eletrônicos,1199.44,5,2024,12,27,Friday,4,2024-12,5997.20
TXN003110,2023-02-27,8062,Liquidificador,Casa e Cozinha,494.50,5,2023,2,27,Monday,1,2023-02,2472.50
TXN003111,2024-11-02,8179,Autoajuda,Livros,101.09,5,2024,11,2,Saturday,4,2024-11,505.45
TXN003112,2023-09-14,5304,Smartwatch,Eletrônicos,521.94,4,2023,9,14,Thursday,3,2023-09,2087.76
TXN003113,2024-11-29,4923,Mochila,Esportes,435.58,4,2024,11,29,Friday,4,2024-11,1742.32
TXN003115,2023-11-19,8260,Aventura,Livros,41.90,3,2023,11,19,Sunday,4,2023-11,125.70
TXN003116,2024-07-04,4811,Tênis De Corrida,Esportes,529.55,3,2024,7,4,Thursday,3,2024-07,1588.65
TXN003117,2023-11-23,9797,Camiseta,Roupas,374.59,2,2023,11,23,Thursday,4,2023-11,749.18
TXN003118,2024-01-14,9689,Abajur,Casa e Cozinha,20.86,2,2024,1,14,Sunday,1,2024-01,41.72
TXN003119,2024-03-04,1117,Ficção Científica,Livros,48.53,3,2024,3,4,Monday,1,2024-03,145.59
TXN003120,2024-09-10,1514,Camiseta,Roupas,122.92,1,2024,9,10,Tuesday,3,2024-09,122.92
TXN003121,2024-11-22,2604,Jaqueta,Roupas,149.99,2,2024,11,22,Friday,4,2024-11,299.98
TXN003122,2023-10-29,8019,Abajur,Casa e Cozinha,205.57,4,2023,10,29,Sunday,4,2023-10,822.28
TXN003123,2024-12-11,4566,Biografia,Livros,23.44,3,2024,12,11,Wednesday,4,2024-12,70.32
TXN003124,2024-09-19,2584,Liquidificador,Casa e Cozinha,372.56,2,2024,9,19,Thursday,3,2024-09,745.12
TXN003125,2023-10-15,2307,Caixa De Som,Eletrônicos,1478.83,5,2023,10,15,Sunday,4,2023-10,7394.15
TXN003126,2023-09-15,7484,Mochila,Esportes,373.87,1,2023,9,15,Friday,3,2023-09,373.87
TXN003127,2024-07-03,9935,Teclado,Eletrônicos,1362.10,4,2024,7,3,Wednesday,3,2024-07,5448.40
TXN003128,2024-05-07,1931,Tapete De Yoga,Esportes,71.66,1,2024,5,7,Tuesday,2,2024-05,71.66
TXN003129,2023-06-27,5956,Garrafa Térmica,Esportes,572.11,1,2023,6,27,Tuesday,2,2023-06,572.11
TXN003130,2023-10-07,7570,Boné,Roupas,422.48,2,2023,10,7,Saturday,4,2023-10,844.96
TXN003131,2024-10-15,2604,Carregador,Eletrônicos,1619.93,2,2024,10,15,Tuesday,4,2024-10,3239.86
TXN003132,2023-02-24,7916,Corda De Pular,Esportes,498.22,4,2023,2,24,Friday,1,2023-02,1992.88
TXN003133,2023-12-17,2827,Cortina,Casa e Cozinha,746.84,4,2023,12,17,Sunday,4,2023-12,2987.36
TXN003134,2024-06-29,3615,Cortina,Casa e Cozinha,439.96,2,2024,6,29,Saturday,2,2024-06,879.92
TXN003135,2024-01-13,9005,Tapete De Yoga,Esportes,140.16,1,2024,1,13,Saturday,1,2024-01,140.16
TXN003136,2024-11-18,9288,Tênis,Roupas,316.06,3,2024,11,18,Monday,4,2024-11,948.18
TXN003137,2023-10-02,3615,Mouse,Eletrônicos,1498.62,3,2023,10,2,Monday,4,2023-10,4495.86
TXN003138,2023-10-20,3536,Autoajuda,Livros,114.62,1,2023,10,20,Friday,4,2023-10,114.62
TXN003139,2023-04-25,4598,Jaqueta,Roupas,270.30,4,2023,4,25,Tuesday,2,2023-04,1081.20
TXN003140,2023-10-20,5915,Tênis De Corrida,Esportes,64.36,5,2023,10,20,Friday,4,2023-10,321.80
TXN003141,2023-03-28,3697,Abajur,Casa e Cozinha,303.18,2,2023,3,28,Tuesday,1,2023-03,606.36
TXN003142,2024-11-11,8787,Casaco,Roupas,461.97,2,2024,11,11,Monday,4,2024-11,923.94
TXN003143,2024-07-22,5915,Talheres,Casa e Cozinha,471.71,4,2024,7,22,Monday,3,2024-07,1886.84
TXN003144,2023-12-29,2679,Bola De Futebol,Esportes,334.54,1,2023,12,29,Friday,4,2023-12,334.54
TXN003145,2024-09-13,8651,Camiseta,Roupas,149.05,2,2024,9,13,Friday,3,2024-09,298.10
TXN003146,2023-02-03,7735,Halter,Esportes,236.86,5,2023,2,3,Friday,1,2023-02,1184.30
TXN003147,2024-05-30,4752,Programação Em Python,Livros,135.87,2,2024,5,30,Thursday,2,2024-05,271.74
TXN003148,2023-11-09,2679,Fone De Ouvido,Eletrônicos,1349.60,4,2023,11,9,Thursday,4,2023-11,5398.40
TXN003149,2024-03-27,4566,Corda De Pular,Esportes,477.75,1,2024,3,27,Wednesday,1,2024-03,477.75
TXN003150,2024-03-11,2104,Meias,Roupas,238.09,3,2024,3,11,Monday,1,2024-03,714.27
TXN003151,2023-09-25,6310,Liquidificador,Casa e Cozinha,507.90,2,2023,9,25,Monday,3,2023-09,1015.80
TXN003152,2024-07-01,9834,Teclado,Eletrônicos,534.35,2,2024,7,1,Monday,3,2024-07,1068.70
TXN003153,2024-04-06,2200,Smartphone,Eletrônicos,1425.65,3,2024,4,6,Saturday,2,2024-04,4276.95
TXN003154,2023-09-04,2169,Casaco,Roupas,225.25,5,2023,9,4,Monday,3,2023-09,1126.25
TXN003155,2024-11-07,3646,Mochila,Esportes,279.46,5,2024,11,7,Thursday,4,2024-11,1397.30
TXN003156,2024-08-16,2604,Tapete De Yoga,Esportes,398.36,5,2024,8,16,Friday,3,2024-08,1991.80
TXN003157,2023-03-04,9835,Aventura,Livros,141.40,2,2023,3,4,Saturday,1,2023-03,282.80
TXN003158,2024-05-05,2654,Aventura,Livros,23.64,3,2024,5,5,Sunday,2,2024-05,70.92
TXN003159,2024-01-21,3591,Fone De Ouvido,Eletrônicos,1658.25,5,2024,1,21,Sunday,1,2024-01,8291.25
TXN003160,2024-07-07,6804,Autoajuda,Livros,54.47,2,2024,7,7,Sunday,3,2024-07,108.94
TXN003161,2024-07-24,6573,Tênis De Corrida,Esportes,280.25,2,2024,7,24,Wednesday,3,2024-07,560.50
TXN003162,2023-09-01,7054,Carregador,Eletrônicos,92.73,5,2023,9,1,Friday,3,2023-09,463.65
TXN003163,2024-05-26,9279,Talheres,Casa e Cozinha,247.83,5,2024,5,26,Sunday,2,2024-05,1239.15
TXN003164,2023-08-04,3287,Bola De Futebol,Esportes,314.01,5,2023,8,4,Friday,3,2023-08,1570.05
TXN003165,2023-08-06,8517,Calça Jeans,Roupas,46.96,1,2023,8,6,Sunday,3,2023-08,46.96
TXN003166,2023-01-16,6930,Jaqueta,Roupas,255.73,1,2023,1,16,Monday,1,2023-01,255.73
TXN003167,2023-03-06,6183,Cafeteira,Casa e Cozinha,742.42,1,2023,3,6,Monday,1,2023-03,742.42
TXN003168,2023-02-16,9279,Tênis De Corrida,Esportes,85.60,1,2023,2,16,Thursday,1,2023-02,85.60
TXN003169,2023-01-12,8508,Smartwatch,Eletrônicos,1540.66,4,2023,1,12,Thursday,1,2023-01,6162.64
TXN003170,2023-04-06,9727,Tablet,Eletrônicos,848.86,3,2023,4,6,Thursday,2,2023-04,2546.58
TXN003171,2023-11-23,3927,Smartphone,Eletrônicos,1327.59,3,2023,11,23,Thursday,4,2023-11,3982.77
TXN003172,2024-03-07,2638,Vestido,Roupas,144.91,4,2024,3,7,Thursday,1,2024-03,579.64
TXN003173,2024-08-25,8177,Smartphone,Eletrônicos,361.01,1,2024,8,25,Sunday,3,2024-08,361.01
TXN003174,2023-01-18,5345,Talheres,Casa e Cozinha,136.77,1,2023,1,18,Wednesday,1,2023-01,136.77
TXN003175,2023-10-13,6539,Mochila,Esportes,65.53,1,2023,10,13,Friday,4,2023-10,65.53
TXN003176,2023-12-06,1520,Mouse,Eletrônicos,412.01,4,2023,12,6,Wednesday,4,2023-12,1648.04
TXN003177,2024-03-08,2832,Fone De Ouvido,Eletrônicos,1345.23,4,2024,3,8,Friday,1,2024-03,5380.92
TXN003178,2024-01-15,9645,Fone De Ouvido,Eletrônicos,1769.30,2,2024,1,15,Monday,1,2024-01,3538.60
TXN003179,2023-10-16,2824,Cortina,Casa e Cozinha,653.16,5,2023,10,16,Monday,4,2023-10,3265.80
TXN003180,2024-08-28,2832,Tênis De Corrida,Esportes,418.95,5,2024,8,28,Wednesday,3,2024-08,2094.75
TXN003181,2023-01-16,4981,Halter,Esportes,88.50,5,2023,1,16,Monday,1,2023-01,442.50
TXN003182,2023-07-27,8787,Tapete De Yoga,Esportes,191.28,5,2023,7,27,Thursday,3,2023-07,956.40
TXN003183,2024-08-01,4116,Boné,Roupas,168.71,1,2024,8,1,Thursday,3,2024-08,168.71
TXN003184,2024-06-24,3591,Mochila,Esportes,168.73,5,2024,6,24,Monday,2,2024-06,843.65
TXN003185,2024-10-12,5002,Teclado,Eletrônicos,1054.26,4,2024,10,12,Saturday,4,2024-10,4217.04
TXN003186,2024-09-21,5333,Ficção Científica,Livros,87.30,5,2024,9,21,Saturday,3,2024-09,436.50
TXN003187,2024-03-15,8019,Aventura,Livros,63.18,5,2024,3,15,Friday,1,2024-03,315.90
TXN003188,2024-04-10,2588,Tablet,Eletrônicos,739.89,1,2024,4,10,Wednesday,2,2024-04,739.89
TXN003189,2023-05-16,1241,Aventura,Livros,126.86,5,2023,5,16,Tuesday,2,2023-05,634.30
TXN003190,2024-08-14,3170,Boné,Roupas,398.86,1,2024,8,14,Wednesday,3,2024-08,398.86
TXN003191,2024-07-20,5506,Garrafa Térmica,Esportes,201.98,1,2024,7,20,Saturday,3,2024-07,201.98
TXN003192,2024-04-17,4510,História,Livros,138.36,1,2024,4,17,Wednesday,2,2024-04,138.36
TXN003193,2024-04-16,8811,Toalha,Casa e Cozinha,762.72,2,2024,4,16,Tuesday,2,2024-04,1525.44
TXN003194,2024-05-14,3705,Talheres,Casa e Cozinha,268.13,1,2024,5,14,Tuesday,2,2024-05,268.13
TXN003195,2024-07-08,2200,Meias,Roupas,190.12,5,2024,7,8,Monday,3,2024-07,950.60
TXN003196,2024-02-17,5422,Toalha,Casa e Cozinha,409.45,2,2024,2,17,Saturday,1,2024-02,818.90
TXN003197,2024-09-09,9883,Romance,Livros,142.05,3,2024,9,9,Monday,3,2024-09,426.15
TXN003198,2024-01-11,1319,Calça Jeans,Roupas,440.63,3,2024,1,11,Thursday,1,2024-01,1321.89
TXN003199,2024-11-28,8787,Aventura,Livros,28.85,1,2024,11,28,Thursday,4,2024-11,28.85
TXN003200,2023-11-23,4872,Tapete De Yoga,Esportes,250.82,1,2023,11,23,Thursday,4,2023-11,250.82
TXN003201,2024-08-14,6313,Tênis,Roupas,285.62,1,2024,8,14,Wednesday,3,2024-08,285.62
TXN003202,2024-12-28,9900,Smartphone,Eletrônicos,1031.11,4,2024,12,28,Saturday,4,2024-12,4124.44
TXN003204,2023-06-25,8668,Meias,Roupas,432.23,4,2023,6,25,Sunday,2,2023-06,1728.92
TXN003205,2023-07-01,2122,Tênis,Roupas,344.93,3,2023,7,1,Saturday,3,2023-07,1034.79
TXN003206,2023-01-06,4527,Teclado,Eletrônicos,1683.92,5,2023,1,6,Friday,1,2023-01,8419.60
TXN003207,2023-07-07,4483,Aventura,Livros,130.93,2,2023,7,7,Friday,3,2023-07,261.86
TXN003208,2024-03-05,5333,Cortina,Casa e Cozinha,601.20,1,2024,3,5,Tuesday,1,2024-03,601.20
TXN003209,2023-03-09,6514,Ficção Científica,Livros,74.29,5,2023,3,9,Thursday,1,2023-03,371.45
TXN003210,2024-01-16,2824,Tapete De Yoga,Esportes,376.06,1,2024,1,16,Tuesday,1,2024-01,376.06
TXN003211,2024-11-03,5803,Autoajuda,Livros,36.65,1,2024,11,3,Sunday,4,2024-11,36.65
TXN003212,2024-01-07,2827,Liquidificador,Casa e Cozinha,542.18,2,2024,1,7,Sunday,1,2024-01,1084.36
TXN003213,2023-07-24,5557,Teclado,Eletrônicos,399.54,4,2023,7,24,Monday,3,2023-07,1598.16
TXN003214,2024-08-30,7118,Smartphone,Eletrônicos,1403.20,3,2024,8,30,Friday,3,2024-08,4209.60
TXN003215,2024-12-18,5803,Corda De Pular,Esportes,157.02,3,2024,12,18,Wednesday,4,2024-12,471.06
TXN003216,2024-12-16,8787,Jaqueta,Roupas,76.42,5,2024,12,16,Monday,4,2024-12,382.10
TXN003217,2024-04-24,4006,Halter,Esportes,120.04,4,2024,4,24,Wednesday,2,2024-04,480.16
TXN003218,2023-12-19,3677,Corda De Pular,Esportes,26.15,4,2023,12,19,Tuesday,4,2023-12,104.60
TXN003219,2023-04-29,4006,Carregador,Eletrônicos,1451.54,2,2023,4,29,Saturday,2,2023-04,2903.08
TXN003220,2023-11-15,5915,Tablet,Eletrônicos,1478.18,1,2023,11,15,Wednesday,4,2023-11,1478.18
TXN003221,2023-02-06,9689,Ficção Científica,Livros,84.52,5,2023,2,6,Monday,1,2023-02,422.60
TXN003222,2024-11-10,4139,Jaqueta,Roupas,97.45,3,2024,11,10,Sunday,4,2024-11,292.35
TXN003223,2023-08-07,4510,Toalha,Casa e Cozinha,76.01,2,2023,8,7,Monday,3,2023-08,152.02
TXN003224,2023-12-12,7572,Liquidificador,Casa e Cozinha,25.11,3,2023,12,12,Tuesday,4,2023-12,75.33
TXN003225,2024-07-12,4872,Mouse,Eletrônicos,373.21,5,2024,7,12,Friday,3,2024-07,1866.05
TXN003226,2024-07-15,2876,Data Science,Livros,135.27,5,2024,7,15,Monday,3,2024-07,676.35
TXN003227,2023-07-19,8508,Autoajuda,Livros,47.61,2,2023,7,19,Wednesday,3,2023-07,95.22
TXN003228,2024-01-27,5342,Talheres,Casa e Cozinha,289.87,3,2024,1,27,Saturday,1,2024-01,869.61
TXN003229,2023-12-09,5552,Cafeteira,Casa e Cozinha,93.22,1,2023,12,9,Saturday,4,2023-12,93.22
TXN003230,2024-02-07,4510,Cortina,Casa e Cozinha,185.67,3,2024,2,7,Wednesday,1,2024-02,557.01
TXN003231,2024-02-11,6155,Jaqueta,Roupas,269.23,1,2024,2,11,Sunday,1,2024-02,269.23
TXN003232,2024-08-31,4257,Garrafa Térmica,Esportes,374.46,3,2024,8,31,Saturday,3,2024-08,1123.38
TXN003233,2023-04-20,8359,Toalha,Casa e Cozinha,203.83,5,2023,4,20,Thursday,2,2023-04,1019.15
TXN003234,2023-04-15,3591,Fone De Ouvido,Eletrônicos,162.58,4,2023,4,15,Saturday,2,2023-04,650.32
TXN003235,2024-06-03,8651,Smartphone,Eletrônicos,812.51,3,2024,6,3,Monday,2,2024-06,2437.53
TXN003236,2024-12-22,4502,Liquidificador,Casa e Cozinha,195.02,2,2024,12,22,Sunday,4,2024-12,390.04
TXN003237,2023-06-22,2535,Cortina,Casa e Cozinha,183.45,3,2023,6,22,Thursday,2,2023-06,550.35
TXN003238,2023-10-02,7201,Camiseta,Roupas,480.73,2,2023,10,2,Monday,4,2023-10,961.46
TXN003239,2023-07-06,7658,História,Livros,98.20,1,2023,7,6,Thursday,3,2023-07,98.20
TXN003240,2023-01-11,4456,Liquidificador,Casa e Cozinha,449.93,1,2023,1,11,Wednesday,1,2023-01,449.93
TXN003241,2023-12-12,9669,Tênis,Roupas,219.57,5,2023,12,12,Tuesday,4,2023-12,1097.85
TXN003242,2023-09-23,8956,Garrafa Térmica,Esportes,271.64,3,2023,9,23,Saturday,3,2023-09,814.92
TXN003243,2023-02-14,3579,Teclado,Eletrônicos,1104.76,2,2023,2,14,Tuesday,1,2023-02,2209.52
TXN003244,2024-04-19,2638,Caixa De Som,Eletrônicos,1408.04,5,2024,4,19,Friday,2,2024-04,7040.20
TXN003245,2024-11-21,8744,Tablet,Eletrônicos,1419.18,1,2024,11,21,Thursday,4,2024-11,1419.18
TXN003246,2023-02-19,4657,Toalha,Casa e Cozinha,145.64,5,2023,2,19,Sunday,1,2023-02,728.20
TXN003247,2023-08-10,4470,Tablet,Eletrônicos,1025.22,5,2023,8,10,Thursday,3,2023-08,5126.10
TXN003248,2023-05-02,1409,História,Livros,70.61,1,2023,5,2,Tuesday,2,2023-05,70.61
TXN003249,2023-08-08,9856,Smartwatch,Eletrônicos,1747.53,5,2023,8,8,Tuesday,3,2023-08,8737.65
TXN003250,2023-11-04,1750,Tênis,Roupas,323.08,5,2023,11,4,Saturday,4,2023-11,1615.40
TXN003251,2023-06-28,1152,História,Livros,86.89,2,2023,6,28,Wednesday,2,2023-06,173.78
TXN003252,2024-01-18,7054,Autoajuda,Livros,30.58,4,2024,1,18,Thursday,1,2024-01,122.32
TXN003253,2023-03-14,4257,Mouse,Eletrônicos,1230.99,5,2023,3,14,Tuesday,1,2023-03,6154.95
TXN003254,2024-08-14,2679,Mouse,Eletrônicos,278.55,5,2024,8,14,Wednesday,3,2024-08,1392.75
TXN003255,2023-03-02,5333,Mochila,Esportes,218.89,4,2023,3,2,Thursday,1,2023-03,875.56
TXN003256,2023-09-27,5557,Casaco,Roupas,88.56,2,2023,9,27,Wednesday,3,2023-09,177.12
TXN003257,2023-08-12,2489,Corda De Pular,Esportes,422.94,3,2023,8,12,Saturday,3,2023-08,1268.82
TXN003258,2023-08-19,1520,Mouse,Eletrônicos,452.19,4,2023,8,19,Saturday,3,2023-08,1808.76
TXN003259,2023-06-10,4608,Ficção Científica,Livros,67.90,3,2023,6,10,Saturday,2,2023-06,203.70
TXN003260,2023-01-12,5333,Cama,Casa e Cozinha,717.58,3,2023,1,12,Thursday,1,2023-01,2152.74
TXN003261,2023-09-19,5010,Talheres,Casa e Cozinha,171.41,4,2023,9,19,Tuesday,3,2023-09,685.64
TXN003262,2024-07-04,3646,Camiseta,Roupas,263.75,5,2024,7,4,Thursday,3,2024-07,1318.75
TXN003263,2024-12-20,6168,Vestido,Roupas,221.25,1,2024,12,20,Friday,4,2024-12,221.25
TXN003264,2023-03-13,9935,Smartphone,Eletrônicos,85.34,4,2023,3,13,Monday,1,2023-03,341.36
TXN003265,2024-11-24,1106,Programação Em Python,Livros,122.02,1,2024,11,24,Sunday,4,2024-11,122.02
TXN003266,2024-07-07,4492,Toalha,Casa e Cozinha,64.55,2,2024,7,7,Sunday,3,2024-07,129.10
TXN003267,2023-04-30,6925,Abajur,Casa e Cozinha,384.66,2,2023,4,30,Sunday,2,2023-04,769.32
TXN003268,2024-09-23,5012,História,Livros,90.69,4,2024,9,23,Monday,3,2024-09,362.76
TXN003269,2023-12-09,2127,Tênis De Corrida,Esportes,386.35,5,2023,12,9,Saturday,4,2023-12,1931.75
TXN003270,2023-07-10,5803,Boné,Roupas,350.54,4,2023,7,10,Monday,3,2023-07,1402.16
TXN003271,2023-02-17,8123,Boné,Roupas,141.57,2,2023,2,17,Friday,1,2023-02,283.14
TXN003272,2023-01-09,6313,Cortina,Casa e Cozinha,17.88,2,2023,1,9,Monday,1,2023-01,35.76
TXN003273,2023-03-21,3646,Cafeteira,Casa e Cozinha,581.52,5,2023,3,21,Tuesday,1,2023-03,2907.60
TXN003274,2023-05-10,2824,Jogo De Panelas,Casa e Cozinha,433.17,3,2023,5,10,Wednesday,2,2023-05,1299.51
TXN003276,2024-12-18,3340,Carregador,Eletrônicos,1651.71,5,2024,12,18,Wednesday,4,2024-12,8258.55
TXN003277,2023-05-08,6183,Tênis De Corrida,Esportes,509.91,3,2023,5,8,Monday,2,2023-05,1529.73
TXN003278,2024-08-02,1750,Jogo De Panelas,Casa e Cozinha,393.22,5,2024,8,2,Friday,3,2024-08,1966.10
TXN003279,2024-03-23,8668,Garrafa Térmica,Esportes,216.84,5,2024,3,23,Saturday,1,2024-03,1084.20
TXN003280,2023-03-25,7118,Tênis De Corrida,Esportes,480.15,4,2023,3,25,Saturday,1,2023-03,1920.60
TXN003281,2023-06-21,1750,Liquidificador,Casa e Cozinha,366.52,3,2023,6,21,Wednesday,2,2023-06,1099.56
TXN003282,2023-08-31,1998,Halter,Esportes,130.48,4,2023,8,31,Thursday,3,2023-08,521.92
TXN003283,2024-09-15,2084,Tênis De Corrida,Esportes,516.61,5,2024,9,15,Sunday,3,2024-09,2583.05
TXN003284,2023-10-10,1344,Ficção Científica,Livros,134.15,5,2023,10,10,Tuesday,4,2023-10,670.75
TXN003285,2023-05-22,3340,Talheres,Casa e Cozinha,378.38,1,2023,5,22,Monday,2,2023-05,378.38
TXN003286,2023-07-01,2200,Meias,Roupas,56.34,2,2023,7,1,Saturday,3,2023-07,112.68
TXN003287,2023-05-19,2084,Smartwatch,Eletrônicos,806.26,3,2023,5,19,Friday,2,2023-05,2418.78
TXN003288,2024-05-13,4946,Jaqueta,Roupas,405.70,5,2024,5,13,Monday,2,2024-05,2028.50
TXN003289,2023-04-23,7224,Cortina,Casa e Cozinha,722.40,2,2023,4,23,Sunday,2,2023-04,1444.80
TXN003290,2024-12-18,3286,Camiseta,Roupas,117.67,2,2024,12,18,Wednesday,4,2024-12,235.34
TXN003291,2023-02-21,1949,Vestido,Roupas,52.15,2,2023,2,21,Tuesday,1,2023-02,104.30
TXN003292,2024-03-25,9320,Autoajuda,Livros,133.44,1,2024,3,25,Monday,1,2024-03,133.44
TXN003293,2023-09-07,7669,Camiseta,Roupas,206.91,2,2023,9,7,Thursday,3,2023-09,413.82
TXN003294,2024-05-30,2139,Cortina,Casa e Cozinha,437.99,4,2024,5,30,Thursday,2,2024-05,1751.96
TXN003295,2023-09-17,7596,Camiseta,Roupas,484.67,1,2023,9,17,Sunday,3,2023-09,484.67
TXN003296,2023-12-19,8123,Cafeteira,Casa e Cozinha,62.59,4,2023,12,19,Tuesday,4,2023-12,250.36
TXN003297,2024-08-21,4733,Halter,Esportes,397.78,1,2024,8,21,Wednesday,3,2024-08,397.78
TXN003298,2024-12-01,1488,Calça Jeans,Roupas,55.57,1,2024,12,1,Sunday,4,2024-12,55.57
TXN003299,2024-04-25,5342,Liquidificador,Casa e Cozinha,306.62,2,2024,4,25,Thursday,2,2024-04,613.24
TXN003300,2024-08-19,4910,Calça Jeans,Roupas,405.83,1,2024,8,19,Monday,3,2024-08,405.83
TXN003301,2023-09-27,2743,Corda De Pular,Esportes,274.25,4,2023,9,27,Wednesday,3,2023-09,1097.00
TXN003302,2024-02-06,9179,Calça Jeans,Roupas,498.65,2,2024,2,6,Tuesday,1,2024-02,997.30
TXN003303,2023-05-02,5092,Liquidificador,Casa e Cozinha,451.66,3,2023,5,2,Tuesday,2,2023-05,1354.98
TXN003304,2024-02-20,9288,Biografia,Livros,58.36,4,2024,2,20,Tuesday,1,2024-02,233.44
TXN003305,2024-04-16,4611,Cama,Casa e Cozinha,183.89,2,2024,4,16,Tuesday,2,2024-04,367.78
TXN003306,2023-03-28,3584,Mochila,Esportes,226.55,1,2023,3,28,Tuesday,1,2023-03,226.55
TXN003307,2023-11-07,1128,Data Science,Livros,65.29,1,2023,11,7,Tuesday,4,2023-11,65.29
TXN003308,2024-03-27,1241,Cama,Casa e Cozinha,64.28,5,2024,3,27,Wednesday,1,2024-03,321.40
TXN003309,2023-07-13,6573,Mochila,Esportes,237.51,3,2023,7,13,Thursday,3,2023-07,712.53
TXN003310,2024-10-24,2545,Casaco,Roupas,242.83,2,2024,10,24,Thursday,4,2024-10,485.66
TXN003311,2024-01-30,8573,Jogo De Panelas,Casa e Cozinha,580.96,2,2024,1,30,Tuesday,1,2024-01,1161.92
TXN003312,2023-09-19,5119,Talheres,Casa e Cozinha,528.82,3,2023,9,19,Tuesday,3,2023-09,1586.46
TXN003313,2024-11-01,4492,Data Science,Livros,110.68,1,2024,11,1,Friday,4,2024-11,110.68
TXN003314,2024-11-26,1651,Bola De Futebol,Esportes,29.81,4,2024,11,26,Tuesday,4,2024-11,119.24
TXN003315,2024-08-31,5741,Mochila,Esportes,150.16,2,2024,8,31,Saturday,3,2024-08,300.32
TXN003316,2023-11-15,2291,Mochila,Esportes,405.47,2,2023,11,15,Wednesday,4,2023-11,810.94
TXN003317,2024-07-27,2163,Jaqueta,Roupas,252.31,3,2024,7,27,Saturday,3,2024-07,756.93
TXN003318,2024-04-16,4593,Ficção Científica,Livros,15.72,2,2024,4,16,Tuesday,2,2024-04,31.44
TXN003319,2023-08-19,9317,Programação Em Python,Livros,123.61,1,2023,8,19,Saturday,3,2023-08,123.61
TXN003320,2024-12-07,9201,Fone De Ouvido,Eletrônicos,1556.98,3,2024,12,7,Saturday,4,2024-12,4670.94
TXN003321,2024-11-15,6147,Abajur,Casa e Cozinha,443.25,3,2024,11,15,Friday,4,2024-11,1329.75
TXN003322,2024-01-14,3536,Toalha,Casa e Cozinha,62.51,4,2024,1,14,Sunday,1,2024-01,250.04
TXN003323,2024-02-16,2832,Programação Em Python,Livros,118.48,2,2024,2,16,Friday,1,2024-02,236.96
TXN003324,2024-03-23,8749,Tênis De Corrida,Esportes,360.64,3,2024,3,23,Saturday,1,2024-03,1081.92
TXN003325,2024-02-07,7735,Mochila,Esportes,474.63,1,2024,2,7,Wednesday,1,2024-02,474.63
TXN003326,2024-03-17,7304,Autoajuda,Livros,116.49,3,2024,3,17,Sunday,1,2024-03,349.47
TXN003327,2023-10-20,8749,Smartphone,Eletrônicos,1615.85,5,2023,10,20,Friday,4,2023-10,8079.25
TXN003328,2023-11-10,7615,Caixa De Som,Eletrônicos,1060.12,4,2023,11,10,Friday,4,2023-11,4240.48
TXN003329,2024-09-02,1916,História,Livros,33.94,4,2024,9,2,Monday,3,2024-09,135.76
TXN003330,2023-11-06,7570,Calça Jeans,Roupas,342.16,2,2023,11,6,Monday,4,2023-11,684.32
TXN003331,2023-01-14,1035,Autoajuda,Livros,98.76,5,2023,1,14,Saturday,1,2023-01,493.80
TXN003333,2023-02-23,9005,Halter,Esportes,122.68,2,2023,2,23,Thursday,1,2023-02,245.36
TXN003334,2024-03-01,7065,História,Livros,41.32,2,2024,3,1,Friday,1,2024-03,82.64
TXN003335,2023-02-27,7209,Mochila,Esportes,536.99,4,2023,2,27,Monday,1,2023-02,2147.96
TXN003336,2023-08-20,2654,Smartphone,Eletrônicos,1512.46,1,2023,8,20,Sunday,3,2023-08,1512.46
TXN003337,2024-05-22,4910,Autoajuda,Livros,137.61,1,2024,5,22,Wednesday,2,2024-05,137.61
TXN003338,2023-03-23,4981,Tênis De Corrida,Esportes,461.26,5,2023,3,23,Thursday,1,2023-03,2306.30
TXN003339,2023-10-15,9479,Vestido,Roupas,306.63,3,2023,10,15,Sunday,4,2023-10,919.89
TXN003340,2023-06-30,2528,Tênis De Corrida,Esportes,401.13,4,2023,6,30,Friday,2,2023-06,1604.52
TXN003341,2023-02-19,6977,Cama,Casa e Cozinha,712.41,2,2023,2,19,Sunday,1,2023-02,1424.82
TXN003342,2024-10-25,2535,Mochila,Esportes,357.81,2,2024,10,25,Friday,4,2024-10,715.62
TXN003343,2023-08-16,4502,Cafeteira,Casa e Cozinha,509.59,4,2023,8,16,Wednesday,3,2023-08,2038.36
TXN003344,2024-02-14,5061,Cama,Casa e Cozinha,133.62,1,2024,2,14,Wednesday,1,2024-02,133.62
TXN003345,2023-04-25,4946,Smartphone,Eletrônicos,974.15,3,2023,4,25,Tuesday,2,2023-04,2922.45
